[0.0361328130, 0.0361328130, 0.0351562500, ]
[0.3046875000, 0.0380859380, 0.0341796880, ]
[0.0361328130, 0.2988281300, 0.0351562500, ]
[0.0351562500, 0.0400390630, 0.3017578100, ]
[0.1845703100, 0.1611328100, 0.0419921880, ]
[0.0371093750, 0.1621093800, 0.2011718800, ]
[0.1210937500, 0.0449218750, 0.1494140600, ]
[0.0371093750, 0.1289062500, 0.1591796900, ]
[0.0361328130, 0.2021484400, 0.2060546900, ]
[0.0361328130, 0.1582031300, 0.1767578100, ]
[0.1865234400, 0.1816406300, 0.0410156250, ]
[0.1396484400, 0.1376953100, 0.0361328130, ]
[0.1591796900, 0.2216796900, 0.0361328130, ]
[0.1386718800, 0.2333984400, 0.0361328130, ]
[0.2236328100, 0.1542968800, 0.0361328130, ]
[0.1875000000, 0.2363281300, 0.0371093750, ]
[0.1953125000, 0.0449218750, 0.1933593800, ]
[0.2294921900, 0.2353515600, 0.0400390630, ]
[0.0380859380, 0.2412109400, 0.2246093800, ]
[0.1884765600, 0.2148437500, 0.0400390630, ]
[0.1542968800, 0.1865234400, 0.0371093750, ]
[0.1992187500, 0.2089843800, 0.0371093750, ]
[0.2236328100, 0.0449218750, 0.1582031300, ]
[0.2246093800, 0.2255859400, 0.0390625000, ]
[0.0371093750, 0.1572265600, 0.2050781300, ]
[0.0371093750, 0.1767578100, 0.1289062500, ]
[0.0361328130, 0.1474609400, 0.2109375000, ]
[0.1328125000, 0.1425781300, 0.0400390630, ]
[0.2275390600, 0.2402343800, 0.0361328130, ]
[0.2333984400, 0.0439453130, 0.1367187500, ]
[0.1943359400, 0.0390625000, 0.2148437500, ]
[0.2500000000, 0.2265625000, 0.0400390630, ]
[0.1601562500, 0.2187500000, 0.0361328130, ]
[0.1826171900, 0.1777343800, 0.0361328130, ]
[0.1884765600, 0.0439453130, 0.1181640600, ]
[0.2324218800, 0.0400390630, 0.1318359400, ]
[0.0371093750, 0.1328125000, 0.2314453100, ]
[0.0361328130, 0.2119140600, 0.1728515600, ]
[0.2187500000, 0.2226562500, 0.0390625000, ]
[0.2343750000, 0.1796875000, 0.0351562500, ]
[0.1982421900, 0.0439453130, 0.1689453100, ]
[0.0371093750, 0.1269531300, 0.1552734400, ]
[0.0371093750, 0.2304687500, 0.1699218800, ]
[0.2294921900, 0.0458984380, 0.2128906300, ]
[0.0371093750, 0.1708984400, 0.1962890600, ]
[0.0371093750, 0.1718750000, 0.2099609400, ]
[0.0361328130, 0.2304687500, 0.1230468800, ]
[0.0361328130, 0.2275390600, 0.1406250000, ]
[0.0371093750, 0.2011718800, 0.2207031300, ]
[0.2402343800, 0.0449218750, 0.2197265600, ]
[0.2363281300, 0.1845703100, 0.0410156250, ]
