  0.000000000000e+000  0.000000000000e+000  0.000000000000e+000
  0.000000000000e+000  0.000000000000e+000  0.000000000000e+000
  0.000000000000e+000  0.000000000000e+000  0.000000000000e+000
  0.000000000000e+000  0.000000000000e+000  0.000000000000e+000
  0.000000000000e+000  0.000000000000e+000  0.000000000000e+000
  0.000000000000e+000  0.000000000000e+000  0.000000000000e+000
  0.000000000000e+000  0.000000000000e+000  0.000000000000e+000
  0.000000000000e+000  0.000000000000e+000  0.000000000000e+000
  0.000000000000e+000  0.000000000000e+000  0.000000000000e+000
  0.000000000000e+000  0.000000000000e+000  0.000000000000e+000
  0.000000000000e+000  0.000000000000e+000  0.000000000000e+000
  0.000000000000e+000  0.000000000000e+000  0.000000000000e+000
  0.000000000000e+000  0.000000000000e+000  0.000000000000e+000
  0.000000000000e+000  0.000000000000e+000  0.000000000000e+000
  0.000000000000e+000  0.000000000000e+000  0.000000000000e+000
  0.000000000000e+000  0.000000000000e+000  0.000000000000e+000
  0.000000000000e+000  0.000000000000e+000  0.000000000000e+000
  0.000000000000e+000  0.000000000000e+000  0.000000000000e+000
  0.000000000000e+000  0.000000000000e+000  0.000000000000e+000
  2.612093887848e+002 -6.315488125348e+001 -5.245971835675e+001
  2.612557501967e+002 -6.307910654839e+001 -5.242986779587e+001
  2.612672219313e+002 -6.305177913738e+001 -5.244681880751e+001
  2.612757285828e+002 -6.296563710328e+001 -5.245482149983e+001
  2.612673955567e+002 -6.289378524447e+001 -5.247550380485e+001
  2.612736124342e+002 -6.283174217905e+001 -5.249563879535e+001
  2.612891852961e+002 -6.277581858480e+001 -5.248322363433e+001
  2.613401981285e+002 -6.272847842602e+001 -5.248246081190e+001
  2.613439318797e+002 -6.266223130363e+001 -5.246293426007e+001
  2.613443547378e+002 -6.257852559598e+001 -5.247447811025e+001
  2.613280079771e+002 -6.253515778958e+001 -5.249699620456e+001
  2.613170674816e+002 -6.247291296636e+001 -5.253055486444e+001
  2.612992541794e+002 -6.241667662415e+001 -5.255741722313e+001
  2.612979382048e+002 -6.234902356332e+001 -5.256370626717e+001
  2.612929077929e+002 -6.227833612564e+001 -5.257659549074e+001
  2.613195046455e+002 -6.220428479206e+001 -5.253689870358e+001
  2.613411866984e+002 -6.208954914461e+001 -5.255994238599e+001
  2.613622236107e+002 -6.201919491788e+001 -5.257933353825e+001
  2.613992190481e+002 -6.193323107591e+001 -5.264077487348e+001
  2.614044369812e+002 -6.184911264513e+001 -5.267333007770e+001
  2.613897639116e+002 -6.171163770769e+001 -5.268149912859e+001
  2.613807345123e+002 -6.170947256661e+001 -5.266497886243e+001
  2.613642868197e+002 -6.163878757979e+001 -5.266665880747e+001
  2.613578586136e+002 -6.156468536811e+001 -5.263513592647e+001
  2.613615404827e+002 -6.148356394220e+001 -5.263008302121e+001
  2.613513051442e+002 -6.141812381372e+001 -5.263156384683e+001
  2.613202720496e+002 -6.136059483998e+001 -5.264689095296e+001
  2.612913162409e+002 -6.123249828707e+001 -5.265611100481e+001
  2.612819920163e+002 -6.124990991932e+001 -5.265605519812e+001
  2.612721716632e+002 -6.119798952410e+001 -5.265470062199e+001
  2.612554096057e+002 -6.114858441613e+001 -5.266049252321e+001
  2.612282281563e+002 -6.109304660572e+001 -5.266043116484e+001
  2.612293726046e+002 -6.101396448246e+001 -5.269030196587e+001
  2.611980789154e+002 -6.095836361800e+001 -5.268826073641e+001
  2.611858057691e+002 -6.087060340849e+001 -5.268419643096e+001
  2.611784671756e+002 -6.081383385131e+001 -5.268317555933e+001
  2.611364479398e+002 -6.077518564924e+001 -5.268668503026e+001
  2.611246847842e+002 -6.071825581649e+001 -5.267389756158e+001
  2.610925764716e+002 -6.066124751382e+001 -5.267115913291e+001
  2.610722895567e+002 -6.062947842980e+001 -5.264602711192e+001
  2.610626197612e+002 -6.055105893735e+001 -5.261400906163e+001
  2.610450235888e+002 -6.045530936415e+001 -5.264229786414e+001
  2.611472503411e+002 -6.033214704454e+001 -5.256858754892e+001
  2.611002532832e+002 -6.027753019816e+001 -5.256692689706e+001
  2.611692065032e+002 -6.018274910738e+001 -5.256684318951e+001
  2.612378061754e+002 -6.006776736118e+001 -5.257960633341e+001
  2.612783662233e+002 -5.999859066383e+001 -5.258600814236e+001
  2.613091617604e+002 -5.991815344878e+001 -5.257310444343e+001
  2.612292821886e+002 -5.984312172030e+001 -5.259177762196e+001
  2.610947142433e+002 -5.981707408739e+001 -5.262089995301e+001
  2.610163277435e+002 -5.978628287521e+001 -5.264277125997e+001
  2.609358772590e+002 -5.974065687683e+001 -5.268628461999e+001
  2.608955292101e+002 -5.968766789837e+001 -5.269860942528e+001
  2.608323388988e+002 -5.962108072545e+001 -5.270288175187e+001
  2.607660320429e+002 -5.948472539283e+001 -5.274651502621e+001
  2.607254711152e+002 -5.946625775795e+001 -5.280517672818e+001
  2.606765114633e+002 -5.936536758842e+001 -5.282550324832e+001
  2.605943758277e+002 -5.933119044611e+001 -5.285950454296e+001
  2.604817951463e+002 -5.929027882817e+001 -5.289295928460e+001
  2.603631910165e+002 -5.922827463601e+001 -5.292837324151e+001
  2.602922754046e+002 -5.916621265990e+001 -5.296086659868e+001
  2.601894162792e+002 -5.914007120401e+001 -5.301991848781e+001
  2.601309909900e+002 -5.907571219149e+001 -5.306516304824e+001
  2.600394749889e+002 -5.905576733889e+001 -5.309417578074e+001
  2.600633926708e+002 -5.897593548529e+001 -5.312172437342e+001
  2.601009564097e+002 -5.888288361660e+001 -5.314136308148e+001
  2.602245127245e+002 -5.876725362389e+001 -5.314609544417e+001
  2.602087831981e+002 -5.871805272336e+001 -5.315222231411e+001
  2.602818661773e+002 -5.861244675954e+001 -5.314866642929e+001
  2.602440369784e+002 -5.855469011775e+001 -5.317103090777e+001
  2.602356993922e+002 -5.846402842998e+001 -5.316591504329e+001
  2.601769408509e+002 -5.839719243150e+001 -5.322359020922e+001
  2.600326603972e+002 -5.838305125954e+001 -5.326966899056e+001
  2.599164240144e+002 -5.835808184772e+001 -5.332462065890e+001
  2.598364575361e+002 -5.830157554214e+001 -5.332330859702e+001
  2.597590088370e+002 -5.826868108246e+001 -5.331820884487e+001
  2.596780426723e+002 -5.827049676304e+001 -5.337111006765e+001
  2.595546091234e+002 -5.827145722826e+001 -5.339902070151e+001
  2.595075299183e+002 -5.826517184621e+001 -5.345554819276e+001
  2.594271449045e+002 -5.816210422300e+001 -5.349375934013e+001
  2.594116247880e+002 -5.810009679624e+001 -5.353104919762e+001
  2.593719462714e+002 -5.806843839044e+001 -5.359670629747e+001
  2.592898938703e+002 -5.803797418329e+001 -5.364205975412e+001
  2.592932806842e+002 -5.800477866687e+001 -5.360774453091e+001
  2.591534580763e+002 -5.801468303229e+001 -5.363374752443e+001
  2.591199014154e+002 -5.796601749288e+001 -5.364674771959e+001
  2.590614772560e+002 -5.794138750488e+001 -5.370301703860e+001
  2.590819903921e+002 -5.786188542183e+001 -5.377926684215e+001
  2.590489465060e+002 -5.778933904299e+001 -5.377360172137e+001
  2.590119120253e+002 -5.771035355756e+001 -5.378377556619e+001
  2.589991633399e+002 -5.766126790125e+001 -5.378374684542e+001
  2.589846147199e+002 -5.759476833005e+001 -5.379143562314e+001
  2.590315933935e+002 -5.748239831624e+001 -5.383728384435e+001
  2.589195280168e+002 -5.747688859211e+001 -5.388660805875e+001
  2.588943958081e+002 -5.739548935387e+001 -5.394498226413e+001
  2.589491510627e+002 -5.725774240278e+001 -5.402180798298e+001
  2.588719049222e+002 -5.711185805124e+001 -5.402192288818e+001
  2.587694723255e+002 -5.706280467445e+001 -5.399822950995e+001
  2.586602774751e+002 -5.705181007180e+001 -5.396509225621e+001
  2.585192033857e+002 -5.705187991338e+001 -5.390984252537e+001
  2.583585478559e+002 -5.708766557771e+001 -5.388693743840e+001
  2.581323489735e+002 -5.706466861564e+001 -5.387600320895e+001
  2.579996395800e+002 -5.713599355657e+001 -5.389248737537e+001
  2.578179139559e+002 -5.718632368094e+001 -5.389260901770e+001
  2.577080946841e+002 -5.711816464410e+001 -5.387228556684e+001
  2.576354852502e+002 -5.717391194814e+001 -5.385136625336e+001
  2.575674327062e+002 -5.709035424065e+001 -5.379673211461e+001
  2.575225975699e+002 -5.704004291739e+001 -5.378821266695e+001
  2.573380472450e+002 -5.709148053100e+001 -5.382033131915e+001
  2.571929531170e+002 -5.719156045100e+001 -5.385628087153e+001
  2.570938993083e+002 -5.708068059440e+001 -5.384381250188e+001
  2.570409369241e+002 -5.696688488715e+001 -5.384072355386e+001
  2.570619867726e+002 -5.687410967338e+001 -5.384990872314e+001
  2.570241768606e+002 -5.677519378368e+001 -5.384697730763e+001
  2.571039199737e+002 -5.662468267879e+001 -5.380086779694e+001
  2.571820784690e+002 -5.645740095240e+001 -5.378484859921e+001
  2.572460494172e+002 -5.632668308602e+001 -5.375070375345e+001
  2.573063224217e+002 -5.619862337262e+001 -5.380820809761e+001
  2.573445312533e+002 -5.606319951814e+001 -5.380150085476e+001
  2.573709650405e+002 -5.589212732187e+001 -5.380426983691e+001
  2.574917623543e+002 -5.577837944549e+001 -5.378217996086e+001
  2.574911650612e+002 -5.569224734613e+001 -5.381322474520e+001
  2.577176878068e+002 -5.542328010410e+001 -5.375929444416e+001
  2.578093662843e+002 -5.525630060895e+001 -5.371239892484e+001
  2.577368562112e+002 -5.517397073444e+001 -5.365288322920e+001
  2.577014775668e+002 -5.509432010135e+001 -5.365285092548e+001
  2.576861174753e+002 -5.499487777821e+001 -5.364124290090e+001
  2.576366614030e+002 -5.494534745587e+001 -5.363773209671e+001
  2.576143448419e+002 -5.482477786300e+001 -5.362859165217e+001
  2.576123735318e+002 -5.473944422416e+001 -5.358943444696e+001
  2.577017822024e+002 -5.461842038772e+001 -5.358578186936e+001
  2.577627297533e+002 -5.448294197133e+001 -5.361294077057e+001
  2.578345596879e+002 -5.436863316945e+001 -5.367222174829e+001
  2.579304306163e+002 -5.423301128129e+001 -5.372118470632e+001
  2.579245873593e+002 -5.416878727662e+001 -5.376598030252e+001
  2.579411479212e+002 -5.409674846264e+001 -5.379157353019e+001
  2.579174581004e+002 -5.351689836905e+001 -5.405997521128e+001
  2.580161593362e+002 -5.339321944210e+001 -5.415961806034e+001
  2.579897287715e+002 -5.331628756672e+001 -5.416698471752e+001
  2.579648865541e+002 -5.328022011783e+001 -5.417274205427e+001
  2.579497916082e+002 -5.321685427828e+001 -5.418191470785e+001
  2.579209469870e+002 -5.315086658964e+001 -5.418838721699e+001
  2.578668283206e+002 -5.304104937757e+001 -5.419669794974e+001
  2.578250467658e+002 -5.298941204333e+001 -5.418458642892e+001
  2.578076101986e+002 -5.295343116279e+001 -5.418154398790e+001
  2.577996177249e+002 -5.289109178306e+001 -5.417745034507e+001
  2.578292605053e+002 -5.280457855336e+001 -5.424658170150e+001
  2.578194259124e+002 -5.271841980843e+001 -5.423496559727e+001
  2.578009805488e+002 -5.261326249595e+001 -5.420373220349e+001
  2.577021309265e+002 -5.256157209271e+001 -5.418015251391e+001
  2.575534073724e+002 -5.250804401166e+001 -5.408584606048e+001
