ImageX	ImageY	BModeResponse	DopplerResponse	DopplerCentroidDistance	frame
[
276.838684	188.106430	606.960022	1401.167847	900.000000	2;
200.842484	316.277710	2608.590088	1401.167847	25537.000000	2;
200.842484	316.277710	2608.590088	1401.167847	25537.000000	2;
200.842484	316.277710	2608.590088	1401.167847	25537.000000	2;
333.763245	323.939911	1696.380005	1401.167847	28224.000000	2;
333.763245	323.939911	1696.380005	1401.167847	28224.000000	2;
333.763245	323.939911	1696.380005	1401.167847	28224.000000	2;
253.415695	204.626541	88.309998	1401.167847	3145.000000	2;
238.186508	261.475342	146.860001	1401.167847	12970.000000	2;
354.015625	233.031738	61.439999	1401.167847	11185.000000	2;
355.513519	160.511551	20.350000	1401.167847	5265.000000	2;
210.978622	242.041382	36.490002	1401.167847	12456.000000	2;
375.976563	278.006989	55.869999	1401.167847	23976.000000	2;
398.920441	71.962746	37.580002	1401.167847	19154.000000	2;
276.885620	188.560150	639.590027	1585.931763	1089.000000	3;
259.726807	319.306763	5297.970215	1585.931763	26244.000000	3;
259.726807	319.306763	5297.970215	1585.931763	26244.000000	3;
259.726807	319.306763	5297.970215	1585.931763	26244.000000	3;
259.726807	319.306763	5297.970215	1585.931763	26244.000000	3;
259.726807	319.306763	5297.970215	1585.931763	26244.000000	3;
259.726807	319.306763	5297.970215	1585.931763	26244.000000	3;
259.726807	319.306763	5297.970215	1585.931763	26244.000000	3;
253.459747	205.033035	106.559998	1585.931763	3601.000000	3;
448.402771	59.588917	574.190002	1585.931763	29665.000000	3;
238.223007	261.128387	170.800003	1585.931763	13617.000000	3;
354.015625	233.031738	61.439999	1585.931763	11281.000000	3;
355.513519	160.511551	20.350000	1585.931763	4905.000000	3;
378.220184	278.030884	77.709999	1585.931763	24210.000000	3;
210.536667	242.044342	41.049999	1585.931763	13410.000000	3;
398.912598	71.531242	48.169998	1585.931763	18020.000000	3;
277.185364	187.564774	553.530029	1456.518555	1089.000000	4;
200.154510	316.197083	2617.260010	1456.518555	26500.000000	4;
200.154510	316.197083	2617.260010	1456.518555	26500.000000	4;
200.154510	316.197083	2617.260010	1456.518555	26500.000000	4;
333.258301	323.546783	1785.859985	1456.518555	28900.000000	4;
333.258301	323.546783	1785.859985	1456.518555	28900.000000	4;
333.258301	323.546783	1785.859985	1456.518555	28900.000000	4;
253.412735	204.612244	89.669998	1456.518555	3425.000000	4;
238.566132	261.445679	141.220001	1456.518555	13568.000000	4;
355.288727	233.005951	57.110001	1456.518555	12097.000000	4;
441.091187	57.029625	107.680000	1456.518555	32360.000000	4;
355.506653	160.503860	14.250000	1456.518555	5620.000000	4;
