ImageX	ImageY	BModeResponse	DopplerResponse	DopplerCentroidDistance	frame
[
337.405396	178.125397	337.570007	1303.437500	9.000000	2;
337.363251	133.942856	295.920013	1303.437500	1024.000000	2;
323.355621	198.378006	124.599998	1303.437500	685.000000	2;
337.485016	178.059631	271.140015	1415.353638	49.000000	3;
348.773743	130.692337	565.369995	1415.353638	961.000000	3;
324.669098	197.936050	108.220001	1415.353638	845.000000	3;
338.352386	177.292328	327.029999	1320.504150	4.000000	4;
345.995392	132.129288	610.669983	1320.504150	1024.000000	4;
325.162170	198.470779	134.669998	1320.504150	685.000000	4;
338.041260	178.608643	321.679993	1528.590942	36.000000	5;
324.455933	199.228378	133.639999	1528.590942	841.000000	5;
381.061279	183.487457	119.949997	1528.590942	1906.000000	5;
339.091461	176.111542	248.869995	1353.364868	25.000000	6;
352.092682	130.589890	776.690002	1353.364868	900.000000	6;
381.643036	183.455490	89.309998	1353.364868	1825.000000	6;
338.155945	175.945801	226.380005	1209.983032	4.000000	7;
345.156372	132.072296	1267.829956	1209.983032	729.000000	7;
315.698364	220.793900	324.890015	1209.983032	2320.000000	7;
332.859741	176.695251	217.360001	1228.289063	1.000000	8;
331.881500	134.907974	806.150024	1228.289063	729.000000	8;
315.253265	200.306366	98.120003	1228.289063	986.000000	8;
336.246429	177.453003	169.669998	1314.374023	9.000000	9;
330.664825	140.568863	363.220001	1314.374023	576.000000	9;
351.433807	199.482376	53.340000	1314.374023	810.000000	9;
336.916382	177.464645	159.779999	1165.420166	4.000000	10;
331.046265	141.424530	367.730011	1165.420166	576.000000	10;
351.552032	199.489502	44.779999	1165.420166	820.000000	10;
338.051636	176.901489	107.300003	1190.157227	25.000000	11;
330.927643	140.092102	351.809998	1190.157227	576.000000	11;
351.476288	199.445724	43.209999	1190.157227	962.000000	11;
338.018250	175.980927	110.110001	1127.872925	9.000000	12;
331.938263	139.719574	348.540009	1127.872925	676.000000	12;
351.100433	199.517059	68.309998	1127.872925	778.000000	12;
337.474915	175.441223	108.379997	977.079163	9.000000	13;
333.050232	139.572601	377.369995	977.079163	676.000000	13;
318.690948	204.380203	379.350006	977.079163	884.000000	13;
337.646790	176.053741	140.679993	798.867554	4.000000	14;
333.112000	139.970612	379.790009	798.867554	676.000000	14;
317.459198	205.181046	426.579987	798.867554	848.000000	14;
337.111450	176.512680	122.220001	799.440430	16.000000	15;
316.709045	205.137619	472.399994	799.440430	866.000000	15;
342.520752	140.046539	129.580002	799.440430	729.000000	15;
337.352081	176.982849	141.639999	828.457397	1.000000	16;
317.203125	205.740799	456.549988	828.457397	730.000000	16;
334.103668	141.402771	279.959991	828.457397	784.000000	16;
