ImageX	ImageY	BModeResponse	DopplerResponse	DopplerCentroidDistance	frame
[
364.808990	41.000000	-107374176.000000	-107374176.000000	-107374176.000000	2;
364.569092	43.000000	-107374176.000000	-107374176.000000	-107374176.000000	3;
366.469269	44.000000	-107374176.000000	-107374176.000000	-107374176.000000	4;
364.842499	46.000000	-107374176.000000	-107374176.000000	-107374176.000000	5;
371.429230	47.000000	-107374176.000000	-107374176.000000	-107374176.000000	6;
371.654022	41.000000	-107374176.000000	-107374176.000000	-107374176.000000	7;
368.348419	42.000000	-107374176.000000	-107374176.000000	-107374176.000000	8;
369.396606	50.000000	-107374176.000000	-107374176.000000	-107374176.000000	9;
371.248657	43.000000	-107374176.000000	-107374176.000000	-107374176.000000	10;
370.782776	39.000000	-107374176.000000	-107374176.000000	-107374176.000000	11;
370.510742	43.000000	-107374176.000000	-107374176.000000	-107374176.000000	12;
375.628723	40.000000	-107374176.000000	-107374176.000000	-107374176.000000	13;
374.637146	43.000000	-107374176.000000	-107374176.000000	-107374176.000000	14;
378.606079	34.000000	-107374176.000000	-107374176.000000	-107374176.000000	15;
379.649445	32.000000	-107374176.000000	-107374176.000000	-107374176.000000	16;
381.746490	38.000000	-107374176.000000	-107374176.000000	-107374176.000000	17;
384.477844	40.000000	-107374176.000000	-107374176.000000	-107374176.000000	18;
400.905090	46.000000	-107374176.000000	-107374176.000000	-107374176.000000	19;
407.214325	47.000000	-107374176.000000	-107374176.000000	-107374176.000000	20;
413.784454	46.000000	-107374176.000000	-107374176.000000	-107374176.000000	21;
419.146179	36.000000	-107374176.000000	-107374176.000000	-107374176.000000	22;
418.514496	35.000000	-107374176.000000	-107374176.000000	-107374176.000000	23;
418.983246	45.000000	-107374176.000000	-107374176.000000	-107374176.000000	24;
416.511993	43.000000	-107374176.000000	-107374176.000000	-107374176.000000	25;
416.436188	40.000000	-107374176.000000	-107374176.000000	-107374176.000000	26;
417.980713	42.000000	-107374176.000000	-107374176.000000	-107374176.000000	27;
418.573120	41.000000	-107374176.000000	-107374176.000000	-107374176.000000	28;
424.471466	39.000000	-107374176.000000	-107374176.000000	-107374176.000000	29;
420.951904	40.000000	-107374176.000000	-107374176.000000	-107374176.000000	30;
407.949127	42.000000	-107374176.000000	-107374176.000000	-107374176.000000	31;
421.730743	41.000000	-107374176.000000	-107374176.000000	-107374176.000000	32;
424.624512	40.000000	-107374176.000000	-107374176.000000	-107374176.000000	33;
423.170776	39.000000	-107374176.000000	-107374176.000000	-107374176.000000	34;
419.434784	37.000000	-107374176.000000	-107374176.000000	-107374176.000000	35;
414.976379	42.000000	-107374176.000000	-107374176.000000	-107374176.000000	36;
421.343994	42.000000	-107374176.000000	-107374176.000000	-107374176.000000	37;
431.440979	42.000000	-107374176.000000	-107374176.000000	-107374176.000000	38;
431.367188	44.000000	-107374176.000000	-107374176.000000	-107374176.000000	39;
435.924347	45.000000	-107374176.000000	-107374176.000000	-107374176.000000	40;
435.939514	45.000000	-107374176.000000	-107374176.000000	-107374176.000000	41;
445.777191	45.000000	-107374176.000000	-107374176.000000	-107374176.000000	42;
444.462341	48.000000	-107374176.000000	-107374176.000000	-107374176.000000	43;
