ImageX	ImageY	BModeResponse	DopplerResponse	DopplerCentroidDistance	frame
[
361.097443	28.830757	400.959991	6212.350098	81.000000	2;
333.511932	145.493256	28.930000	6212.350098	11492.000000	2;
249.473709	27.496881	22.440001	6212.350098	12465.000000	2;
363.700653	27.980419	419.790009	6973.859863	144.000000	3;
260.945587	199.858246	396.390015	6973.859863	29800.000000	3;
250.488281	27.488279	14.930000	6973.859863	12517.000000	3;
365.636841	28.413973	453.290009	7105.089844	144.000000	4;
251.495850	26.519115	43.419998	7105.089844	12546.000000	4;
231.249573	194.727097	123.889999	7105.089844	37826.000000	4;
367.315918	28.845663	382.799988	5892.589844	196.000000	5;
337.974640	144.511063	24.850000	5892.589844	10088.000000	5;
252.010605	26.998171	27.330000	5892.589844	12170.000000	5;
369.966949	28.821276	361.339996	6608.169922	225.000000	6;
254.983994	26.021778	38.110001	6608.169922	12905.000000	6;
370.252045	28.849346	395.609985	5739.000000	81.000000	7;
255.487305	26.016539	33.860001	5739.000000	12713.000000	7;
371.177429	28.901089	390.149994	6019.419922	100.000000	8;
256.051147	197.339386	232.710007	6019.419922	32245.000000	8;
255.498352	26.502974	15.130000	6019.419922	12296.000000	8;
370.563751	27.986151	402.899994	3738.330078	361.000000	9;
370.560547	27.893276	422.959991	4954.140137	144.000000	10;
370.923187	27.433187	362.359985	5358.629883	81.000000	11;
338.778229	205.789673	849.710022	5358.629883	26569.000000	11;
338.778229	205.789673	849.710022	5358.629883	26569.000000	11;
338.778229	205.789673	849.710022	5358.629883	26569.000000	11;
268.937256	198.758438	532.549988	5358.629883	30265.000000	11;
372.896393	28.432632	354.549988	7209.430176	144.000000	12;
328.890686	207.640427	618.690002	7209.430176	26344.000000	12;
244.214600	198.141159	221.020004	7209.430176	35953.000000	12;
377.243530	29.823696	390.119995	6502.720215	49.000000	13;
242.952805	197.707169	291.160004	6502.720215	37949.000000	13;
319.696777	206.055756	210.570007	6502.720215	28594.000000	13;
377.260986	28.418192	459.980011	5265.930176	121.000000	14;
378.963257	27.871199	441.299988	3856.959961	9.000000	15;
336.748322	205.530106	534.229980	3856.959961	28817.000000	15;
381.506226	27.859978	433.790009	2268.270020	1.000000	16;
383.078979	28.271393	508.450012	3966.120117	36.000000	17;
271.380005	26.988247	85.080002	3966.120117	10485.000000	17;
386.440369	28.298288	507.160004	4191.049805	64.000000	18;
275.352814	26.971621	59.549999	4191.049805	10730.000000	18;
395.673828	29.428583	507.790009	5817.189941	169.000000	19;
275.811920	199.833405	282.959991	5817.189941	34465.000000	19;
300.982605	18.502836	26.450001	5817.189941	9701.000000	19;
405.938141	30.911892	398.600006	4760.450195	169.000000	20;
310.894073	18.026142	278.859985	4760.450195	7237.000000	20;
271.173920	198.095490	117.919998	4760.450195	37876.000000	20;
412.723022	30.370712	521.590027	4178.839844	144.000000	21;
313.104523	17.990511	239.210007	4178.839844	8194.000000	21;
328.174683	203.537491	80.430000	4178.839844	29978.000000	21;
413.770782	29.771311	530.239990	2463.500000	4.000000	22;
444.121857	149.499939	80.750000	2463.500000	12994.000000	22;
417.881378	28.963272	345.250000	2629.879883	9.000000	23;
327.490875	17.501589	25.180000	2629.879883	7825.000000	23;
417.247040	29.323311	446.970001	3006.899902	144.000000	24;
324.628021	17.477499	141.110001	3006.899902	7681.000000	24;
446.089325	149.483917	84.290001	3006.899902	11140.000000	24;
417.306091	30.352150	464.489990	2943.909912	81.000000	25;
454.413818	149.492844	94.389999	2943.909912	11965.000000	25;
416.029297	30.740049	541.179993	3098.310059	25.000000	26;
500.315979	85.345634	75.860001	3098.310059	8177.000000	26;
417.789185	31.236000	414.619995	4130.270020	49.000000	27;
502.075745	85.441315	72.080002	4130.270020	8325.000000	27;
419.984558	32.603249	562.340027	5019.220215	16.000000	28;
508.384003	86.001213	90.730003	5019.220215	9245.000000	28;
464.003601	116.988197	38.980000	5019.220215	7474.000000	28;
422.786530	32.834393	521.590027	4530.359863	4.000000	29;
479.300751	118.230774	262.549988	4530.359863	7450.000000	29;
364.996948	24.492937	26.190001	4530.359863	3194.000000	29;
422.487305	33.717339	525.929993	4716.109863	4.000000	30;
470.927795	118.179382	149.570007	4716.109863	7540.000000	30;
507.321014	117.404053	164.979996	4716.109863	11709.000000	30;
423.283203	36.137371	631.719971	6942.129883	1.000000	31;
478.823120	119.145737	263.079987	6942.129883	8650.000000	31;
485.416504	150.514206	72.150002	6942.129883	16425.000000	31;
427.513794	38.265743	417.619995	6358.319824	0.000000	32;
354.982697	217.077255	1488.729980	6358.319824	29584.000000	32;
354.982697	217.077255	1488.729980	6358.319824	29584.000000	32;
