344.962891,292.537140,109.928940
344.939941,292.557190,109.900711
344.967804,292.317444,109.906792
344.997925,291.943329,109.931007
344.978210,291.349792,109.936081
344.949921,290.507446,109.924507
344.959656,289.614563,109.928566
344.914642,288.734314,109.927132
344.916962,287.978333,109.944412
344.931335,287.068756,109.956009
344.923462,286.367523,109.969727
344.919983,285.697327,109.971291
344.953003,284.944855,110.012154
344.912872,284.023468,110.009392
344.926697,283.273865,110.029770
344.963898,282.662567,110.064835
344.891205,281.946167,110.035484
344.946014,281.213898,110.078911
344.929382,280.545288,110.058647
344.946960,279.967773,110.088112
344.919708,279.335022,110.073219
344.926849,278.800812,110.093742
344.886017,278.434143,110.059731
344.870026,278.028381,110.053917
344.865051,277.613312,110.070328
344.841522,277.251129,110.067047
344.842041,276.805298,110.086647
344.865814,276.206512,110.112175
344.900085,275.650146,110.139328
344.922638,275.015930,110.164726
344.942963,274.295715,110.186623
344.890839,273.693146,110.180031
344.904266,273.068878,110.192719
344.868683,272.382202,110.169708
344.881561,271.569397,110.198982
344.881287,270.862000,110.186195
344.884827,270.184875,110.197647
344.862549,269.418182,110.198051
344.821014,268.797668,110.189873
344.904266,268.304382,110.233879
344.871857,267.964569,110.229393
344.934113,267.563568,110.274040
344.900574,267.327789,110.229218
344.892670,267.214325,110.236153
344.893402,267.070618,110.242912
344.860260,267.020813,110.234001
344.862396,267.029114,110.223763
344.856903,267.177460,110.234856
344.897705,267.396729,110.252159
344.898254,267.719818,110.244385
344.837646,268.154297,110.206703
344.867371,268.508423,110.220207
344.859619,268.878479,110.203995
344.824127,269.356354,110.160904
344.828278,269.961731,110.155144
344.839935,270.378418,110.163521
344.849579,270.684692,110.183159
344.856049,271.010742,110.179146
344.890381,271.333832,110.197678
344.867249,271.916779,110.172516
344.899323,272.507904,110.182251
344.908142,273.181732,110.188759
344.932556,273.878082,110.179466
344.911560,274.525726,110.148949
344.907196,275.328613,110.136803
344.924652,276.119995,110.153732
344.952576,276.809204,110.156967
344.929810,277.444061,110.135452
344.902618,278.131134,110.102509
344.904510,278.787628,110.101028
344.897095,279.459717,110.073746
344.940918,280.242096,110.087280
344.922913,281.227509,110.062447
344.917114,281.988251,110.055351
344.874115,282.849915,110.026825
344.837402,283.677582,110.002113
344.863281,284.360535,110.006126
344.801056,285.046448,109.957214
344.864960,285.740326,109.983398
344.892761,286.330719,109.989624
344.941803,286.995422,110.007973
344.940643,287.535004,109.985580
344.892242,288.220184,109.972145
344.920654,288.840210,109.953033
344.946625,289.062531,109.953117
344.930786,289.288605,109.938850
344.892548,289.463287,109.913872
344.881317,289.568176,109.907082
344.875916,289.791229,109.910980
344.888947,289.921753,109.913620
344.899994,290.135132,109.906944
344.930145,290.279083,109.935303
344.932587,290.437714,109.934578
344.919952,290.710327,109.914566
344.904388,290.979736,109.908638
344.988678,291.030457,109.953728
344.937866,291.193939,109.929634
344.955902,291.493561,109.938370
344.941284,291.763550,109.927917
344.943817,291.876099,109.911949
344.928253,291.936493,109.902367
344.957825,292.387146,109.924194
344.899719,292.653107,109.890678
344.956848,292.645813,109.900635
344.894257,292.674072,109.858955
344.948547,292.655548,109.888672
344.890381,292.457306,109.872086
344.893097,291.904022,109.872208
344.938995,291.014679,109.908340
344.930023,290.222046,109.905548
344.927063,289.660370,109.922462
344.923523,289.439453,109.906418
344.968018,289.210510,109.955589
344.968567,288.619720,109.956078
344.971710,287.721100,109.963966
344.956970,286.750183,109.985245
344.942657,285.371094,109.979797
344.956512,283.808807,110.012154
344.945313,282.585144,110.014069
344.902863,281.520355,109.997276
344.975525,280.292877,110.067871
344.992065,279.232758,110.098175
344.949768,278.345154,110.093803
344.891785,277.382782,110.072487
344.909027,276.391418,110.106781
