[0.3134765600, 0.0390625000, 0.0371093750, ]
[0.0458984380, 0.2861328100, 0.0371093750, ]
[0.0468750000, 0.0400390630, 0.3066406300, ]
[0.0449218750, 0.0996093750, 0.1669921900, ]
[0.0458984380, 0.0390625000, 0.0908203130, ]
[0.0468750000, 0.0566406250, 0.1220703100, ]
[0.0468750000, 0.1826171900, 0.1816406300, ]
[0.1064453100, 0.1035156300, 0.1240234400, ]
[0.1523437500, 0.1376953100, 0.0839843750, ]
[0.0947265630, 0.0449218750, 0.0371093750, ]
[0.0908203130, 0.1943359400, 0.0380859380, ]
[0.0751953130, 0.2314453100, 0.0517578130, ]
[0.2080078100, 0.0888671880, 0.0380859380, ]
[0.1582031300, 0.1953125000, 0.0439453130, ]
[0.1406250000, 0.0390625000, 0.1669921900, ]
[0.2031250000, 0.2353515600, 0.1132812500, ]
[0.0927734380, 0.2294921900, 0.2568359400, ]
[0.1455078100, 0.1816406300, 0.0390625000, ]
[0.0966796880, 0.1513671900, 0.0361328130, ]
[0.1650390600, 0.1757812500, 0.0625000000, ]
[0.2158203100, 0.0449218750, 0.0957031250, ]
[0.1943359400, 0.2089843800, 0.0361328130, ]
[0.0908203130, 0.1103515600, 0.1962890600, ]
[0.0449218750, 0.1318359400, 0.0605468750, ]
[0.0449218750, 0.0673828130, 0.1572265600, ]
[0.0458984380, 0.0917968750, 0.0371093750, ]
[0.1972656300, 0.2255859400, 0.1416015600, ]
[0.2304687500, 0.0400390630, 0.0722656250, ]
[0.1572265600, 0.0410156250, 0.2031250000, ]
[0.2216796900, 0.2373046900, 0.1386718800, ]
[0.1074218800, 0.2128906300, 0.0566406250, ]
[0.1630859400, 0.1015625000, 0.1132812500, ]
[0.1591796900, 0.0380859380, 0.0371093750, ]
[0.2431640600, 0.0458984380, 0.0585937500, ]
[0.0449218750, 0.0625000000, 0.2207031300, ]
[0.0878906250, 0.1757812500, 0.1005859400, ]
[0.1777343800, 0.2626953100, 0.0468750000, ]
[0.2392578100, 0.1259765600, 0.0517578130, ]
[0.1767578100, 0.0898437500, 0.1308593800, ]
[0.0449218750, 0.0468750000, 0.0800781250, ]
[0.0458984380, 0.2197265600, 0.1406250000, ]
[0.2138671900, 0.0605468750, 0.1562500000, ]
[0.0458984380, 0.1035156300, 0.1318359400, ]
[0.0439453130, 0.0937500000, 0.1601562500, ]
[0.0458984380, 0.1806640600, 0.0449218750, ]
[0.0996093750, 0.1992187500, 0.0849609380, ]
[0.0947265630, 0.1943359400, 0.1787109400, ]
[0.2490234400, 0.0380859380, 0.1748046900, ]
[0.2207031300, 0.1572265600, 0.0898437500, ]
[0.1523437500, 0.1660156300, 0.0644531250, ]
