111.421776	149.990570	172.055740
111.409424	149.968918	172.088486
111.426254	149.970520	172.088043
111.397682	149.978500	172.065186
111.384270	149.973572	172.069061
111.412857	149.971115	172.065948
111.399803	149.972656	172.070450
111.363174	149.981628	172.059265
111.349121	149.990860	172.047531
111.385147	149.976501	172.068588
111.350372	149.982162	172.069977
111.352158	149.984070	172.065918
111.353912	149.985779	172.080215
111.382355	149.987701	172.080200
111.367920	149.983322	172.087387
111.379578	149.978668	172.083420
111.389778	149.982712	172.092499
111.407845	149.980438	172.099487
111.367538	149.990936	172.082703
111.315887	149.999725	172.066406
111.379440	150.000061	172.078110
111.358879	149.993805	172.072784
111.391006	149.995422	172.073029
111.430801	149.995239	172.073334
111.400246	149.995499	172.067093
111.393425	149.999390	172.037964
111.394249	149.993317	171.919434
111.389122	149.989105	171.693604
111.385628	149.981491	171.495667
111.314301	149.965149	171.148682
111.330864	149.977097	170.699280
111.355194	149.976776	170.101379
111.407814	149.982071	169.318527
111.457367	149.991119	168.531189
111.488380	150.011032	167.870346
111.530884	150.001709	167.378326
111.525352	149.997238	166.979919
111.465851	149.996796	166.711563
111.459030	150.012115	166.529770
111.434959	150.006638	166.415268
111.267303	149.962341	166.207428
111.184875	149.957535	165.893097
111.235710	149.951019	165.249161
111.269112	149.970703	164.151245
111.284584	149.969162	162.819885
111.295807	149.964874	161.457321
111.287437	149.964081	160.194366
111.336815	149.966888	159.180389
111.352371	149.982162	158.605316
111.412987	149.972366	158.238358
111.473572	149.979004	157.824173
111.440544	149.968613	157.318542
111.414963	149.984787	156.673691
111.496422	149.979782	156.267532
111.500450	149.985794	155.965378
111.508682	149.982498	155.605362
111.509583	149.977463	155.028183
111.500694	149.988266	154.039108
111.481148	149.978882	152.885590
111.492035	149.970718	151.845795
111.449928	149.972198	151.135193
111.446167	149.967834	150.676666
111.474060	149.955200	150.314362
111.452141	149.962189	149.677628
111.396217	149.949905	148.788544
111.335274	149.941833	147.836273
111.312927	149.946548	147.005829
111.319397	149.941132	146.527954
111.311546	149.943649	146.451538
111.381630	149.945801	146.690903
111.433006	149.950485	147.324371
111.431641	149.944427	148.252182
111.414597	149.957932	149.366547
111.470619	149.975922	150.731247
111.563309	149.963776	152.072235
111.564911	149.984268	153.548111
111.538132	149.978394	154.965561
111.426559	149.974808	155.995010
111.332603	149.943085	156.742203
111.493660	149.962875	157.507095
111.407982	149.962341	158.320953
111.468506	149.972549	159.463852
111.443405	149.973740	160.866165
111.349236	149.949249	162.276062
111.484512	149.984314	163.563309
111.488564	149.984863	164.697479
111.509415	149.978287	165.755966
111.439178	149.992233	166.762634
111.486458	149.993011	167.799423
111.403023	149.973801	169.102631
111.384712	149.968460	170.602615
111.384628	149.973404	172.079239
111.416389	149.980042	173.585632
111.450325	149.983215	175.395798
111.427055	149.974625	177.434402
111.442818	149.987198	179.684753
111.392540	149.977844	182.064957
111.350677	149.961014	184.581711
111.366074	149.952148	186.965515
111.368042	149.974808	189.258972
111.355370	149.985367	191.396423
111.345604	149.972870	193.190475
111.442566	149.979446	194.765366
111.465401	149.987518	196.036118
111.531471	150.005203	197.170685
111.556160	149.998810	198.092743
111.567955	150.001358	198.954285
111.599632	150.015076	199.627930
111.622002	150.017471	200.242538
111.652092	150.024963	200.767761
111.616608	150.006027	201.172028
111.593491	150.003296	201.456024
111.560692	150.020966	201.780136
111.558601	150.013687	202.430740
111.542664	150.036423	203.254181
111.578102	150.048660	204.128479
111.522293	150.045822	204.730347
111.578285	150.054550	205.134720
111.551025	150.047424	205.300262
111.580917	150.057343	205.324493
111.633278	150.048187	205.320633
111.620476	150.053314	205.188477
111.620605	150.076843	204.945511
111.648933	150.062958	204.370605
111.676605	150.060471	203.487091
111.645340	150.033325	202.319077
111.532463	149.996201	200.918213
111.550453	149.998062	199.551376
111.559166	149.980881	198.354218
111.683609	150.032516	197.328903
111.486343	149.995804	196.376770
111.437698	149.980957	195.624390
111.535439	150.014603	194.903793
111.498581	150.017532	194.212234
111.492638	149.967575	193.720993
111.417496	149.976791	193.306976
111.464203	149.996582	193.118546
111.479431	149.987473	193.054474
111.513451	149.992386	193.041122
111.469101	149.995911	193.028839
111.367233	149.961609	192.956985
111.267708	149.935669	192.955750
111.339043	149.958359	192.883667
111.429718	149.969757	192.671188
111.444717	149.973022	192.260361
111.471062	150.001907	191.490356
111.468079	149.989746	190.385361
111.489296	149.991989	189.033051
111.495972	149.993027	187.769012
111.481415	150.005890	186.388290
111.561821	150.007339	184.850830
111.586472	149.996216	183.315186
111.630943	150.003021	181.785080
111.630516	150.011734	180.292801
111.589821	150.005020	178.896545
111.609505	150.001419	177.805923
111.629883	150.008072	176.853668
111.545067	149.996704	175.932465
111.517120	149.995667	175.014755
111.514786	150.003464	173.913986
111.495888	150.001846	172.732910
111.506821	150.002289	171.563446
111.479729	149.985870	170.483017
111.456482	149.981201	169.555206
111.434906	149.981750	168.708252
111.409569	149.985703	168.035538
111.377815	149.981461	167.313995
111.393623	149.975677	166.580292
111.359306	149.983673	166.045197
111.374565	149.966309	165.590042
111.335632	149.967346	165.212738
111.349907	149.977509	164.978760
111.341515	149.973373	164.798691
111.344032	149.971878	164.686066
111.348000	149.963425	164.530731
111.364029	149.969025	164.358429
111.354256	149.975174	164.152573
111.372368	149.968933	163.906311
111.362831	149.982452	163.738342
111.399185	149.978882	163.745422
111.382568	149.976837	163.725891
111.347282	149.983398	163.706024
111.369942	149.968445	163.705475
111.340378	149.977203	163.696289
111.367546	149.968170	163.707916
111.420135	149.971130	163.713120
111.415588	149.983734	163.708008
111.415413	149.986038	163.704391
111.429825	149.976303	163.717896
111.399216	149.969803	163.718842
111.374420	149.964951	163.707184
111.344093	149.967377	163.698746
111.370544	149.967392	163.698471
111.385727	149.971436	163.706024
111.406898	149.979477	163.711700
111.383629	149.975266	163.719147
111.402817	149.979828	163.720139
111.450493	149.968414	163.741089
111.413551	149.967041	163.734604
111.412903	149.970261	163.755508
111.365349	149.991730	163.738937
111.378708	149.982101	163.763351
111.382439	149.976028	163.769073
111.393517	149.974991	163.785843
111.409508	149.976028	163.788895
111.414574	149.976303	163.786087
111.450195	149.980972	163.777832
111.464394	149.983841	163.787399
111.445396	149.989059	163.788895
111.449409	149.987076	163.776871
112.297295	197.168289	213.489624
112.283218	197.179016	213.471603
112.256866	197.189728	213.464813
112.251427	197.208176	213.453293
112.251846	197.225021	213.455276
112.238602	197.357544	213.455490
112.296661	197.936798	213.464478
112.291702	198.598389	213.486954
112.219704	199.291077	213.442490
112.269646	199.743073	213.463562
112.213890	200.208160	213.457535
112.189629	200.708832	213.433823
112.325798	201.515472	213.458374
112.288536	202.584732	213.445862
112.260834	203.731384	213.439697
112.208290	204.891434	213.424515
112.337898	206.060730	213.431931
112.348801	207.266907	213.425217
112.367867	208.550751	213.440048
112.438377	209.712372	213.447281
112.443283	210.533844	213.430481
112.382355	211.681442	213.412903
112.470108	213.234634	213.435837
112.500824	214.911880	213.425385
112.538956	216.636810	213.404755
112.653915	218.252167	213.404449
112.594345	219.859940	213.399139
