5
36	2
-249.204733	-58.542388
284.002544	92.619249
-353.613198	234.651157
359.710583	556.363116
-357.956785	402.292890
203.979377	999.467628
254.952274	-613.738385
-108.625748	660.296775
388.852409	-143.137288
-286.545958	719.495202
510.689586	503.803903
-303.460692	716.554540
150.002755	791.385816
309.044333	-737.195287
-77.250749	1035.518284
591.765653	-105.922229
-261.457445	917.296179
591.741291	666.475878
711.997078	-809.389107
-167.724638	901.411679
805.404243	-428.062054
-262.965148	986.090162
847.721110	263.163277
-219.189622	930.948956
-38.639581	226.098411
824.949517	-168.188371
-84.648715	541.798637
867.670416	234.046154
-71.737876	714.581598
756.268177	741.804846
847.647182	19.502738
206.719243	62.987159
751.537265	327.654840
222.994431	391.697599
734.203515	672.855957
247.094003	740.032102
