341.283447,266.279022,110.475166
341.226105,266.679626,110.413643
341.193939,267.038025,110.398033
341.189362,267.406128,110.381447
341.160278,267.841064,110.370483
341.190277,268.170807,110.400444
341.135284,268.566223,110.360565
341.191467,268.904694,110.399879
341.190430,269.345428,110.384506
341.155548,269.821198,110.369484
341.141602,270.322449,110.358032
341.106812,270.835541,110.339241
341.101532,271.323822,110.333954
341.138062,271.673004,110.352821
341.176666,272.008789,110.368523
341.144226,272.361420,110.353264
341.111969,272.739014,110.338982
341.109619,273.048523,110.335770
341.108673,273.334686,110.350243
341.071991,273.700745,110.337242
341.047089,274.041412,110.321312
341.065552,274.397552,110.334267
341.019806,274.751831,110.292290
341.045563,274.993896,110.331680
341.048615,275.159973,110.326019
341.059570,275.269257,110.306587
341.057648,275.354309,110.313293
341.037476,275.473358,110.294136
341.021942,275.662476,110.290619
341.006714,275.906586,110.278496
340.967987,276.267822,110.263832
340.960663,276.626129,110.251251
341.017273,277.049988,110.264709
341.015839,277.479156,110.281906
341.005066,277.935791,110.290207
340.967194,278.348907,110.238594
340.949677,278.640106,110.243698
340.996887,278.871796,110.258667
340.954071,279.125916,110.237724
340.975067,279.311768,110.239120
340.947052,279.394165,110.219055
340.928101,279.523163,110.222015
340.909637,279.656067,110.222893
340.913574,279.774536,110.242447
340.930420,279.850128,110.257637
340.943604,279.938782,110.249474
340.924438,280.104950,110.247467
340.921356,280.262756,110.234802
340.864105,280.433472,110.196907
340.908203,280.560242,110.210823
340.899628,280.750916,110.215981
340.931213,280.950165,110.234589
340.913208,281.153839,110.225014
340.948334,281.310455,110.232666
340.902740,281.504486,110.204094
340.918335,281.717133,110.219460
340.925995,281.920227,110.245621
340.901611,282.116699,110.233185
340.915039,282.281738,110.235611
340.915558,282.458618,110.227020
340.913818,282.651642,110.218903
340.932709,282.805847,110.237511
340.927582,282.969849,110.232681
340.867126,283.157562,110.201653
340.845123,283.243073,110.199631
340.846161,283.362213,110.193268
340.860687,283.479340,110.209221
340.871216,283.543640,110.200516
340.873199,283.595917,110.204720
340.891022,283.592468,110.210236
340.880371,283.602570,110.225006
340.853821,283.602295,110.184021
340.856201,283.534363,110.190697
340.833893,283.317230,110.192207
340.881317,282.916565,110.211792
340.914917,282.536224,110.234642
340.894043,282.252289,110.213875
340.872131,281.970947,110.201080
340.894440,281.660553,110.215950
340.930023,281.333099,110.223297
340.942963,280.920105,110.235802
340.953888,280.495087,110.257492
340.979034,280.088562,110.256569
340.945709,279.683807,110.232414
340.979462,279.213470,110.254974
340.958099,278.710968,110.238365
341.003021,278.157776,110.260651
341.022614,277.611481,110.296669
341.057343,277.092102,110.318832
341.064209,276.592987,110.343613
341.054047,276.142639,110.322021
341.074677,275.787964,110.314865
341.115051,275.536652,110.334404
341.143341,275.296539,110.347672
341.094818,274.970856,110.313660
341.142365,274.532654,110.367065
341.070923,274.080139,110.313240
341.114471,273.613159,110.344536
341.100311,273.258392,110.325699
341.118317,272.999847,110.332458
341.155212,272.805176,110.366356
341.139374,272.685699,110.346573
341.135193,272.445679,110.343353
341.204651,272.121429,110.388931
341.167969,271.810150,110.376373
341.247955,271.359497,110.411964
341.214020,270.749481,110.383125
341.217865,270.035736,110.400002
341.252625,269.367432,110.420593
341.314697,268.796326,110.452782
341.284668,268.300995,110.453949
341.325378,267.786987,110.461166
341.330322,267.282623,110.451073
341.362732,266.761688,110.454285
341.289246,266.290375,110.428856
341.329620,265.861786,110.457909
341.312988,265.434937,110.460831
341.326141,264.956787,110.458099
341.295990,264.532593,110.432709
341.381989,264.038269,110.491249
341.372711,263.650391,110.479874
341.371033,263.304840,110.474556
341.476898,262.948761,110.533249
341.399292,262.682617,110.501434
341.465424,262.424469,110.532440
341.505920,262.163452,110.551933
341.510925,261.933899,110.561974
341.470398,261.767700,110.551880
341.448944,261.559082,110.543228
341.432373,261.358246,110.527687
341.450806,261.110962,110.526711
341.464935,260.868347,110.532257
341.494446,260.619476,110.557953
341.459198,260.461578,110.532738
341.419891,260.235504,110.518692
341.417389,260.032715,110.522926
341.412689,259.876251,110.512039
341.405029,259.746124,110.508598
341.424042,259.585083,110.528084
341.483856,259.402252,110.550499
341.514465,259.238373,110.572639
341.505127,259.045898,110.549858
341.473206,258.897003,110.536461
341.496582,258.728424,110.551216
341.501953,258.637787,110.575127
341.528870,258.588837,110.582054
341.538727,258.555084,110.596458
341.545654,258.550659,110.593086
