0, 0, 0.04, 0.04
0, 1, 0.02, 0.04
0, 2, 0.07, 0.03
0, 3, 0.09, 0.08
0, 4, 0.15, -0.04
0, 5, -0.01, 0.03
0, 6, 0.02, 0.03
0, 7, -0.04, 0.01
0, 8, 0.03, 0.02
0, 9, 0.16, 0.02
0, 10, 0.08, -0.02
0, 11, 0.10, -0.02
0, 12, -0.09, 0.03
0, 13, -0.04, 0.03
0, 14, 0.06, -0.03
0, 15, 0.25, 0.09
0, 16, -0.17, 0.03
0, 17, -0.01, -0.02
0, 18, 0.10, 0.03
0, 19, 0.15, -0.01
0, 20, 0.00, 0.07
0, 21, 0.06, -0.02
0, 22, 0.03, -0.01
0, 23, 0.08, 0.02
0, 24, 0.06, -0.07
0, 25, 0.08, -0.04
0, 26, 0.05, -0.01
0, 27, 0.10, -0.03
0, 28, 0.02, 0.06
0, 29, 0.13, 0.09
0, 30, 0.02, -0.02
0, 31, 0.03, -0.05
0, 32, 0.01, 0.08
0, 33, 0.04, 0.04
0, 34, -0.12, -0.02
0, 35, -0.06, -0.02
0, 36, 0.09, -0.07
0, 37, 0.04, 0.00
0, 38, 0.10, -0.03
0, 39, 0.02, -0.08
0, 40, 0.23, 0.03
0, 41, 0.02, -0.09
0, 42, -0.06, 0.10
0, 43, -0.00, 0.03
0, 44, 0.15, -0.07
0, 45, 0.04, -0.09
0, 46, 0.11, 0.05
0, 47, 0.11, 0.02
0, 48, 0.10, 0.01
0, 49, 0.06, 0.04
0, 50, 0.04, -0.06
0, 51, -0.02, -0.14
0, 52, 0.05, -0.11
0, 53, 0.08, 0.22
0, 54, 0.01, -0.04
0, 55, 0.17, 0.03
0, 56, 0.09, -0.02
0, 57, 0.18, -0.11
0, 58, 0.05, -0.10
0, 59, 0.28, 0.07
0, 60, 0.20, 0.02
0, 61, 0.27, -0.04
0, 62, 0.06, -0.21
0, 63, 0.18, -0.10
0, 64, 0.12, -0.29
0, 65, 0.10, -0.16
0, 66, 0.22, 0.13
0, 67, 0.09, -0.49
0, 68, 0.10, -0.05
0, 69, 0.23, -0.48
0, 70, 0.20, -0.28
0, 71, 0.13, -0.20
0, 72, 0.14, -0.20
0, 73, 0.23, -0.03
0, 74, 0.05, 0.50
0, 75, 0.20, -0.37
0, 76, 0.35, -0.02
0, 77, 0.55, -0.39
0, 78, 1.11, 0.03
0, 79, 0.41, -0.24
0, 80, 0.38, 0.04
0, 81, 0.26, -0.19
0, 82, 0.43, -0.47
0, 83, 0.50, -0.32
0, 84, 0.48, -0.23
0, 85, 0.53, -0.73
0, 86, 0.53, -0.34
0, 87, 0.58, -0.45
0, 88, 0.33, -0.86
0, 89, 0.76, -0.55
0, 90, 0.81, -0.63
0, 91, 0.77, -0.60
0, 92, 0.64, -0.64
0, 93, 0.84, -0.75
0, 94, 0.91, -0.78
0, 95, 1.39, -0.72
0, 96, 0.97, -0.84
0, 97, 1.27, -0.95
0, 98, 1.27, -0.93
0, 99, 1.23, -1.08
0, 100, 1.55, -1.39
0, 101, 1.43, -1.05
0, 102, 1.57, -1.56
0, 103, 1.46, -1.73
0, 104, 1.82, -1.54
0, 105, 1.91, -1.65
0, 106, 1.84, -1.81
0, 107, 1.49, -2.12
0, 108, 2.15, -2.02
0, 109, 2.58, -2.50
0, 110, 2.84, -2.69
0, 111, 2.57, -2.45
0, 112, 2.79, -2.78
0, 113, 3.19, -3.06
0, 114, 3.60, -3.39
0, 115, 3.34, -3.52
0, 116, 3.41, -3.46
0, 117, 4.08, -3.89
0, 118, 3.93, -3.57
0, 119, 4.29, -3.61
0, 120, 4.53, -3.58
0, 121, 4.93, -4.02
0, 122, 4.95, -4.09
0, 123, 4.80, -3.48
0, 124, 5.00, -3.91
0, 125, 5.19, -3.78
0, 126, 5.04, -3.99
0, 127, 4.80, -3.88
0, 128, 3.63, -2.97
0, 129, 4.46, -3.89
0, 130, 5.98, -5.13
0, 131, 5.18, -4.17
0, 132, 4.21, -3.05
